prompt,completion
Given chess position: 1n1qkb1r/2p1pp1p/3p2QB/pp6/6n1/PP2P2P/R1PP1Pb1/1N2KBNR w Kk - 0 13. Is the move g6e4 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b1kbnr/pp1p2pp/n1p1pp2/8/1qN3PP/5N2/PPPPPP2/R1BQKB1R w KQkq - 1 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b1kbnr/4pp1p/p7/1np2q2/6p1/PPP1P1P1/1B1P1P1P/RN2KBNR b KQkq - 1 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqk2r/p1pp1p2/n6n/Pp2p1pp/3B2P1/bP1P4/2PKPP1P/RN1Q1BNR w kq - 4 9. What special moves are available? Answer:,castling
Given chess position: rn1k3r/p1pBb1pp/4p2n/1p3pq1/1P2PPP1/2N5/P1PP1K1P/R1BQ2NR w - - 1 11. What special moves are available? Answer:,none
Given chess position: rnb1kbr1/1p1ppppp/p1p5/5n2/4q3/2N3PP/PPPPBP2/1RBQK1NR w Kq - 0 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rq2kb1r/1bpppp1p/1p4p1/p2nn3/2P3PP/3PPQ2/PP1K1P1R/RNB2BN1 b kq - 1 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1b1kb1r/p1qp2pp/1pn4n/4pp2/P1p2P1P/1PP5/2NPP1P1/R1BQKBNR w KQkq - 0 9. What special moves are available? Answer:,"castling, en passant"
Given chess position: rnbqk3/1pppp1b1/6pp/p3P2n/PP1P2p1/5r1P/B1P2P2/RNBQ1KNR b - - 4 15. What special moves are available? Answer:,none
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 1rbqkbnr/2pppp1p/ppP5/6p1/5PP1/B7/P1PPP2P/RN1QKBNR b KQk - 1 6. Is the move g5f4 legal? Answer:,legal
Given chess position: r1bq1bnr/pppkp1p1/5p2/n2p4/P3P3/1P1B3P/2PP1PP1/RNBQK1NR b KQ - 2 8. What special moves are available? Answer:,castling
Given chess position: rn1qk1nr/3pppb1/bpp3Bp/p7/P6P/2P1P3/1P1P1PP1/RNBQK1NR w KQkq - 0 8. Is the move c3c4 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b3nr/pp1k1p1p/2qpp3/3p2p1/1P1b1BP1/N1PP4/P3P1PP/R1QK1B1R b - - 1 15. Is the move g8f6 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bq1b1r/1p1ppkpp/p1p4n/5p2/1n5P/P3P3/1PPPKPPR/RNBQ1BN1 w - - 2 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/pp1p2Bp/4ppp1/2p2q2/1PPP2P1/N4P2/P3P2P/R2QKBNR w KQ - 1 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bq4/ppp2p2/n1k1B1pr/3n3p/2K2P2/PP4PN/2PP3P/bNBQ3R b - - 2 15. What special moves are available? Answer:,none
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkbnr/1pp2ppp/p2pp3/8/3P4/P1N2NP1/1PPKPP1P/R1BQ1B1R b kq - 0 6. What special moves are available? Answer:,castling
Given chess position: rnbq1bn1/1pppkppr/4p2p/p7/P2N1P2/6P1/1PPPPK1P/1RBQ1BNR b - - 2 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1rbqkb1r/pp1p4/2n1p2p/2p3pn/2P4P/PQ2P3/1P1P1PP1/1RB1KBNR b Kk - 4 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bk1b1r/2p3p1/pp2pp1p/n2p2n1/PP4P1/R1N1PP1P/2P1P3/Q1B1KBNR b K - 1 15. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbq1b1r/pBp2k1p/8/4pnp1/Q1N3PP/3p1N2/PP3P2/R1B2R1K w - - 1 16. What special moves are available? Answer:,none
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1nbq1b2/r2pkp1p/1p1N3n/Q1p5/P2p1P1p/7N/1PPBP1P1/R3KB1R w KQ - 0 15. What special moves are available? Answer:,castling
Given chess position: 1n3bn1/rbp1kpp1/p3q2r/1P1p1P2/3Pp1pP/2P5/1P2PKB1/RNBQN2R w - - 1 14. Is the move f5f6 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/pp2pp1p/B2pQ1p1/2p5/4P3/8/PPPPNPPP/RNB1K2R b KQkq - 4 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bq1bnr/pp2k1p1/n6p/P1pppp2/4P3/BPP2NNP/3P1PP1/R2QKB1R b KQ - 0 13. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1q1nr/2pp1k2/5p1p/pp4p1/1b1PPpP1/PPN4P/2PK1R2/RNBQ1B2 b - - 4 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bq1bnr/pppkppp1/2n5/3p3p/7P/1PNQ1P2/P1P1P1PR/R1B1KBN1 w Q - 4 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b3nr/1p1pkp1p/2n3pb/pNp1p3/P2P4/1P1Q1P2/2PBP1PP/3RKBNR w K - 0 15. What special moves are available? Answer:,castling
Given chess position: r1b1k1nr/p2pq1bp/B3p3/1pp1Ppp1/5NP1/1nP4P/PP1P1P1R/RNBQK3 w Qkq - 0 14. Is the move e1e2 legal? Answer:,legal
Given chess position: rnb2br1/pppknp2/4pq1p/3P4/1N1PP1p1/2Q3P1/PP2BP1P/1RB1K1NR b K - 0 13. Is the move f6e5 legal? Answer:,legal
Given chess position: 2bqkb2/rppnpppr/B2p3n/p6p/8/P1P1PP1P/1PNP1KP1/R1BQ2NR b - - 2 10. What special moves are available? Answer:,none
Given chess position: rn1qkbr1/pbpppp2/6pQ/1p4B1/3P4/PP4P1/2P1P1PP/RN2KBNR w KQq - 2 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1k1nr/pp1pq2p/5p1b/P1p1p1p1/5PP1/R1N4P/1PPPP3/2BQKBNR b Kkq - 1 9. What special moves are available? Answer:,castling
Given chess position: rn1qkb1r/1bpp1p2/1p5n/p1B4p/2P2Pp1/1PN3PB/P2PP2P/R2QK1NR b KQkq - 1 10. Is the move f7f6 legal? Answer:,legal
Given chess position: r1bqkbnr/ppppp1p1/2n5/5p1p/2P1P1P1/1Q1B4/PP1P1P1P/RNB1K1NR b KQq - 0 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: rn3bn1/ppp1pppr/7p/k1Pp1b1P/4PPP1/qP6/P2P4/1RBQKBNR b K - 1 12. What special moves are available? Answer:,castling
Given chess position: rnbqkbnr/p1p1pppp/8/1p1p4/2P1P1P1/1Q6/PPKP1P1P/RNB2BNR b kq - 0 8. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1qk3/1bpp3p/pp5b/1N2Bpp1/P1Q1P3/1P5P/2PP1nP1/R3KBNR b KQq - 2 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1nb1kbn1/2rpp3/p1p2pr1/qpQ3pp/NPP3P1/3P1P2/P3P2P/R1BK1BNR w - - 3 14. What special moves are available? Answer:,none
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkb2/4p1r1/p2p3p/1pp2pp1/3PP3/PPP1B2P/5PP1/RN1BK1NR b KQq - 1 12. Is the move g7g6 legal? Answer:,legal
Given chess position: 1rb1k1nr/pp1p1ppp/n1p2b1q/P3p1N1/4P1PP/5P1B/1PPPQ3/RNB1K2R w KQk - 3 13. Is the move e2d1 legal? Answer:,legal
Given chess position: rn1qk2r/pbp2p1p/3b1p2/3p1P2/1pNPp1n1/3QB1PB/PPP1P2P/R4RK1 w kq - 4 15. What special moves are available? Answer:,castling
Given chess position: 1n3b1r/rp1kn1pp/p1p2p2/1P1p4/P5P1/1P5P/3PPP2/RNBQK1NR w KQ - 0 13. Is the move d1c2 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1kbnr/p1p2ppp/n3pq2/Pp1p4/3R4/2P4N/1P1PPPPP/1NBQKB1R b Kkq - 5 6. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn3bn1/pp1bpkp1/2p2N1r/5p1p/2P5/1P3PP1/P2PPK1P/R1BQ1BNR b - - 0 10. Is the move g7g6 legal? Answer:,legal
Given chess position: rnbqkb1r/p2ppp2/1p4pn/8/1Pp1P3/3P1N2/P1P2PPP/RN1QKB1R w KQkq - 0 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkbQr/p2pp1pp/2p5/1pP5/P4p1P/8/1P1PPPP1/RNB1KBNR w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kbnr/1p1p1pp1/p6p/P1p1p1B1/4q3/2PP3N/1P3PPP/RN1QKBR1 w kq - 0 11. What special moves are available? Answer:,castling
Given chess position: r1b1k1nr/pp1ppp1p/n6b/2q5/1PpP2pP/2P2NP1/P3PP2/RNBQKB1R b Qkq - 3 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkbnr/pp1p2pp/2p2p2/4P3/8/PPP4P/RB1PP1P1/1N1QKBNR b Kkq - 1 8. What special moves are available? Answer:,castling
Given chess position: rn2k1nr/ppqb4/2pb2pp/4pp2/P2p3P/3PB3/NPPKPPP1/R2Q1BNR w kq - 0 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: rn1q1bnr/ppp1p1p1/2k1bp1p/3p4/2B4P/2P1PPN1/PP1P2P1/RNBQK2R w KQ - 1 10. What special moves are available? Answer:,castling
Given chess position: rnb1kbnr/pp2p1pp/1qp5/3p4/Q1P2p1P/5P2/PP1PP1P1/RNBK1BNR b kq - 0 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1nbqkbn1/rp3ppQ/r1p5/pB1pp3/4P3/6PP/PPPPKP2/RNB3NR b - - 0 9. Is the move b7b6 legal? Answer:,legal
Given chess position: rn1qkr2/2p1p1bp/pp2bpp1/P2p4/RP4nP/B1NP4/2P1PPP1/3QKBNR w q - 5 11. What special moves are available? Answer:,castling
Given chess position: r1bq1bnr/p1p1p1pp/3pk3/1p2N3/P2n1p2/1PPBPP2/3P2PP/RNBQK1R1 b Q - 0 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqkb1r/1ppppppp/2n5/p7/P2P1nP1/2P5/1P2PP1P/RNBQKBNR b KQkq - 0 6. What special moves are available? Answer:,"castling, en passant"
Given chess position: r2q1bnr/1pn1kp2/2p3pp/p2Pp3/7P/N2P1P2/PPPBB1P1/RQ2K1NR b KQ - 0 15. What special moves are available? Answer:,castling
Given chess position: rn1q2nr/p3pkbp/5pp1/1p1p4/N5P1/1P2KP2/P1PPb2P/1RB1Q1NR b - - 1 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqk2r/n1ppbpQp/1p6/pB1np3/4P1P1/2P5/PP1P1P1P/RNB2KNR b kq - 0 9. Is the move d5f4 legal? Answer:,legal
Given chess position: rn1qkbnr/4p3/pp1pb2p/2p2pp1/P1P5/1P2N3/2RPPPP1/2BQKBNR b Kkq - 1 10. What special moves are available? Answer:,castling
Given chess position: 4rbnr/p2p1kp1/n1pq1p1p/1p2p1B1/2bP4/1P2P2N/P1PK1PPP/R1QN1B1R b - - 0 15. What special moves are available? Answer:,none
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b1kbnr/p1ppqp1p/4p3/1p6/2n1P3/3Q4/PP1P1PPP/RNB1KBNR w KQkq - 2 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnqk1r2/p1p1n1b1/1p2pp1p/3p2p1/NP2P1P1/3P4/P1P1K1PP/RQB2BNR w - - 3 16. Is the move e2f3 legal? Answer:,legal
Given chess position: r1bqkbnr/3npppp/8/p1pp4/Pp4P1/1P2P2B/2PP1P1P/RNBQK1NR w KQkq - 0 8. What special moves are available? Answer:,castling
Given chess position: rn1qkbnr/4p1pp/p2p4/1pp5/1PQ2pb1/P3P1P1/2PP1P1P/RNB1KBNR b KQkq - 3 8. What special moves are available? Answer:,castling
Given chess position: r1b1kb1r/pp4p1/n6n/2pp1p2/q3P2P/N3P3/PPPPQ1PR/R1B1KBN1 w kq - 1 11. Is the move e2g4 legal? Answer:,legal
Given chess position: r1bqk1nr/ppppbp1p/4p1p1/2n5/P1P5/R2P3N/1P2PPPP/1NBQKB1R b Kkq - 0 6. Is the move c7c6 legal? Answer:,legal
Given chess position: r1b1kbnr/1p1pp2p/nq3pp1/p1p5/P4P1P/2NPB3/RPPKP1P1/3Q1BNR w kq - 1 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqk1nr/1p1ppp1p/p1p5/6p1/1PN4P/P1bP4/2PBPPP1/R2QKBR1 b Qkq - 0 11. Is the move f7f6 legal? Answer:,legal
Given chess position: 1n1k2nr/1p2pp1p/Pqpp3b/6pb/p1P1PP1P/3P2PB/PB1NQ3/R2K2NR w - - 3 16. What special moves are available? Answer:,none
Given chess position: rnb1kbnr/p4p2/2Qpp2p/1p4p1/4P3/qPP4P/R2P1PP1/1NB1KBNR b Kkq - 0 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2bqkb1r/2pnpp2/Bpn3pQ/3p4/p3P3/P1P2P1P/1P1P2P1/RNB1K1NR b KQk - 2 13. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kb1r/p1pp1p1p/1p2pn2/2q3p1/1P1B1PP1/2N5/P1PPP2P/R2QKBNR w KQkq - 2 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkb1r/pp1pp1p1/2p4n/7p/2P2pP1/4PP2/PP1P1K1P/RNBQ1BNR w kq - 0 6. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb2knr/1pp2pp1/p2pBq1p/8/1P1b4/4PPPP/PBPPQ3/RN2K1NR w - - 0 12. Is the move e2d1 legal? Answer:,legal
Given chess position: 1rb1kbnr/pppp1pp1/2Q5/4p1q1/4P2p/1P6/PBPP1PPP/RN2K1NR b KQk - 1 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r2qkbr1/ppp1p1pp/3p1pn1/5b2/1P4PP/2BP3R/P1PNPP2/R2QKBN1 w Qq - 3 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r2qk1nr/p1p4p/b3pp2/np1p3P/1P3bp1/N2P3R/P1P1P1P1/R1BQKBN1 w - - 0 14. What special moves are available? Answer:,none
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkb1r/3n2pp/pp1p4/2p1ppP1/8/4NP1P/PPPPP1B1/R1BQK1NR w KQkq - 1 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqkb1r/p1p2p1p/n2pp1p1/1p1n2N1/1P6/B2P4/P1P1PPPP/R2QKBNR w KQkq - 4 8. Is the move a3c1 legal? Answer:,legal
Given chess position: 1r1qk2r/pb3pb1/np1ppn2/2p2p1p/3N3P/PPN3P1/2PPP3/1RBQKB1R w k - 4 13. What special moves are available? Answer:,castling
Given chess position: rnb1kbr1/pp2pppp/3p4/2p2PP1/1nP5/3q3P/PB2PR2/RN2KBN1 w Qq - 0 15. Is the move g1f3 legal? Answer:,legal
Given chess position: rnb1kbnr/p1pqp3/1p3ppp/8/2N3PP/3p1N2/PPPPPP2/1RBQKB1R b Kkq - 1 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1r1qk1nr/1ppb1ppp/2nbp3/P2p2P1/8/2N4P/P1PPPPB1/R1BQK1NR w KQk - 1 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/p3p3/1p1p1p1p/2p2Pp1/2qPP1P1/P1N4P/1PPQN3/R1B1K2R b KQkq - 1 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqk2r/1pp1np2/4p3/p2P2pp/8/b1P2P1N/P2P1KPP/RNBQ1BR1 w kq - 1 10. What special moves are available? Answer:,castling
Given chess position: rnbqkbnr/1p2p1pp/3p1p2/p1p5/2P4P/P1N2P2/RPQPP1P1/2B1KBNR w Kkq - 4 8. Is the move c2g6 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1q1kbnr/2ppp2p/bp4p1/n4p2/2PP1P1P/Bp6/P2NP1P1/R2QKBNR w KQkq - 0 11. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b2bn1/1p1pkp2/6pr/pBp4p/1n2PQ2/N1P3P1/1q1PNP1P/R1B1K2R b KQ - 1 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kb2/pppp1p2/6pr/1P1Pp1Np/2B5/4nP2/PBPPQ1PP/RN2KR2 w Qq - 0 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: rn3b1r/2p1kppp/p2pp3/3b2q1/P1pP2n1/4PNPP/1P1Q1P2/RNB1KBR1 b Q - 0 15. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r2qkbr1/1pp1p1pp/p7/3pnp2/PP1Pn1bP/R1N5/2P1PPBR/2BQK1N1 b q - 3 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkbnr/2pp3p/p7/1p2ppB1/1P2P3/3P4/P1P2PPP/RN1QKBNR b KQkq - 0 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2bqkb1r/r1pppp2/pp4pp/n2P2B1/2Q4P/P1N2N2/1PP1Pn1R/R3KB2 b Qk - 2 13. Is the move h6h5 legal? Answer:,legal
Given chess position: r1bqk1r1/1ppp2pp/p4pn1/1N2p3/2P3P1/bQ5P/1P1PPPB1/RNB1K2R b KQq - 3 12. Is the move a6b5 legal? Answer:,legal
Given chess position: r1bq1knr/1ppp1pp1/p1n1p3/3P3p/4NbP1/P7/1PP1PP1P/2RQKBNR b K - 0 9. Is the move f4e5 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/p1p1p3/P2p4/5pp1/1p4Pp/4PN2/1PPPKPBP/RNBQ3R b kq - 1 9. What special moves are available? Answer:,castling
Given chess position: 1rBqkbnr/2p1pp1p/bp5B/p2pP1p1/5N2/P5P1/1PP1PP1P/RN1Q1RK1 w k - 4 11. What special moves are available? Answer:,castling
Given chess position: rn2kbn1/p1p2ppr/1p6/1q1pp2p/Q2P1P2/2P2N1b/PP1BP1P1/RN1K1B1R w q - 0 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r2qk1nr/p1ppppbp/b1n3p1/1pP5/4P1P1/P4P2/RP1P3P/1NBQKBNR w Kkq - 3 8. Is the move h2h4 legal? Answer:,legal
Given chess position: r1bqkb1r/1ppppppp/8/p1P5/PP1n2n1/5P2/3PP1PP/RNBQKBNR w KQkq - 1 6. What special moves are available? Answer:,castling
Given chess position: rnbqkbnr/pp2p3/3p1pp1/2p2P1p/4P3/6P1/PPPPN2P/RNBQKB1R w KQkq - 0 6. What special moves are available? Answer:,castling
Given chess position: 1n1qkb1r/r1pb1p1p/3ppn2/8/2P5/1QNP1N2/1P2PPPP/2BK1B1R w k - 1 15. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bq1rk1/2pppp1p/1p3n2/p7/5np1/2N1QP2/PPP3PP/R1B1K1NR b - - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bBkbr1/1p2nppp/3ppn2/8/p5PP/2PP1N1R/PPQ1PP2/RN2KB2 w Qq - 0 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1k1nr/pp1pqp1p/B1p5/4p1p1/3PP3/Q1P4N/PP3PPP/RNb1K1R1 b Qkq - 3 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb2b2/pppkBp1r/7n/1N4pp/1P3P2/2P5/P2PP1qP/RQ2KBNR w KQ - 2 12. What special moves are available? Answer:,castling
Given chess position: 1rbqkbr1/3npppp/8/p1p1n2P/2P1p3/N2P4/PBQ1NP1R/2R1KB2 w - - 0 16. What special moves are available? Answer:,none
Given chess position: r1bqkbn1/1p2p1pr/5p1p/pnpp4/P1P1P1P1/N4P2/RP1P3P/2BQKBNR b Kq - 1 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: rn1qk1r1/p1pp1ppp/1pb5/2b1p2P/P4B2/1P1P1N2/2P3P1/RN1QKB1R b Qq - 3 11. Is the move c5g1 legal? Answer:,legal
Given chess position: r1bqkbnr/1p1ppp1p/2p3p1/pN1nP3/8/3Q1P2/PPPPB1PP/R1B2KNR b kq - 0 9. Is the move a5a4 legal? Answer:,legal
Given chess position: r1bqkbnr/ppp1p3/2n2p2/3p1Npp/3P4/1PP5/P3PPPP/RNBQKB1R w KQkq - 0 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2bqkb1r/r2pp1pp/n4p1n/pB1p4/3PP2P/p4N2/1PP2PP1/R1BQK2R w KQk - 0 11. What special moves are available? Answer:,castling
Given chess position: r1bqkbnr/1pppp1pp/8/p4p2/P2Pn2P/4P1P1/1PP1KP2/RNBQ2NR b kq - 0 8. What special moves are available? Answer:,"castling, en passant"
Given chess position: rnq1k2r/2pb2pp/pp1p3n/P3pp2/4P2b/2PP2NP/1P1Q1PP1/RNB1KBR1 b Qkq - 2 11. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1rbqkbn1/ppnp2Br/2p4p/4p3/1P2p2p/P2P3N/2P1PPPR/R1Q1KB2 w Q - 4 14. Is the move c1b2 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbq1knr/1ppp1p2/6p1/p7/P1B1p3/N3P2N/1PPP1PPP/R1B1K2R w KQ - 0 8. What special moves are available? Answer:,castling
Given chess position: r1bq2nr/p1pk1pb1/n3p3/1p1p2PR/5P2/N5K1/PPPPP1P1/1RBQ1BN1 w - - 0 14. What special moves are available? Answer:,none
